 625.92269 16.803 0.009
 626.91449 16.698 0.009
 627.88018 16.644 0.009
 629.83378 16.721 0.011
 629.93781 16.466 0.008
 632.89038 16.618 0.010
 643.83564 16.735 0.010
 647.81961 16.711 0.013
 657.88089 16.580 0.011
 658.88960 16.393 0.014
 666.85871 16.663 0.008
 667.87772 16.609 0.008
 668.84853 16.761 0.008
 670.81419 16.611 0.009
 671.83663 16.712 0.008
 672.84160 16.725 0.008
 673.75464 16.586 0.008
 684.76957 16.776 0.009
 685.77009 16.586 0.008
 686.72617 16.653 0.009
 687.88746 16.498 0.008
 688.85535 16.805 0.009
 689.72190 16.658 0.008
 697.68775 16.705 0.009
 698.70300 16.578 0.011
 699.71381 16.415 0.010
 700.69890 16.771 0.009
 706.66350 16.634 0.012
 706.75798 16.619 0.011
 712.69186 16.467 0.008
 713.70608 16.820 0.009
 714.72264 16.666 0.008
 715.76348 16.544 0.008
 716.74602 16.640 0.008
 720.65302 16.695 0.012
 729.65062 16.823 0.010
 730.60201 16.648 0.011
 739.68382 16.633 0.009
 741.64737 16.601 0.009
 742.64121 16.783 0.010
 744.60971 16.466 0.008
 746.59440 16.698 0.009
 752.76337 16.658 0.009
 753.70314 16.392 0.008
 754.73467 16.781 0.011
 761.76406 16.606 0.012
 762.68880 16.367 0.009
 762.76722 16.369 0.010
 763.72177 16.802 0.011
 764.65556 16.625 0.012
 766.57784 16.560 0.017
 766.64439 16.539 0.011
 767.70591 16.764 0.014
 770.63344 16.682 0.010
 771.60964 16.674 0.013
 772.78555 16.782 0.010
 774.63013 16.625 0.009
 776.66396 16.725 0.010
 778.64558 16.378 0.008
 779.61342 16.754 0.017
 780.60177 16.669 0.010
 780.70731 16.696 0.010
 781.58979 16.630 0.009
 781.76314 16.686 0.011
 782.58745 16.436 0.009
 783.56717 16.810 0.009
 784.60680 16.739 0.010
 785.57763 16.617 0.008
 786.58238 16.579 0.008
 787.66275 16.343 0.008
 788.59439 16.767 0.009
 790.54437 16.634 0.009
 795.55614 16.656 0.009
 796.60575 16.667 0.010
 797.67620 16.780 0.010
 798.59368 16.510 0.008
 800.59156 16.700 0.009
 802.57207 16.625 0.009
 805.57812 16.707 0.009
 806.58890 16.648 0.010
 817.61636 16.832 0.010
 819.65747 16.593 0.008
 820.65644 16.618 0.009
 822.57637 16.740 0.009
 824.60179 16.639 0.010
